Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Year13,Year14,Year15,Year16,Year17,Year18,Year19,Year20,Year21,Year22,Year23,Year24,Year25,Year26,Year27,Year28,Year29,Year30
,16,,,,,,,,60,,96,33,,,,,14,,,81,,,,,,58,,,
57,58,70,74-79,,,,,,,,33-50-14,,8,,20,,15-92-91,,,58,,,,,,,,,
,81,88,,,,74-81,41,36,92,,,,,,,,,,82,,52-91-91,,,,,,,,
,,81,8,,,33,91,,40,,,,,,,,,,58,,,69,,81,,,,,
,20,,,23,38-81-52,74,58,,74,,,,,,,,,,52,,,,,,33,,72,,
,,,,20-61,52,,,14,,70,69,15,,,1,63,,,33,52,,,,,86,,,,
,14,,15,58,,,33,52,,,,,,,12,,36,,,,55,,,,20,,91,,
,1,,,,,,,,,65,,,,14,,33,,,,,,,77,24,14,91,,,65
,,,,,,,36,43,,74,,20,,,,,,14,,,,,,,,14,,,
70,52,,,38,,96,52,,91,91,,97,,52,14,,,97,74,94,,,,,,,,52,
,89,,,,,74,,,,79,33-40,,65,,,,1,52,14,,,,71,,97,,,8,81
,70,43,64-48,,,,,,91,,,,,,71-14,74-52,,4,,63-63,91,49,,,74,,,,81-43
24,,,,,,,57,,,,52,,,,,,85-95,,,,11,33,33,,81,51,,,
,52,91,,81,,52,63,,12,,,,,,,87,,,,,,,,96-8,,,52,,
,,,,92,,,,,,,,,24,,,74,,13-91,,,,,,,,,,,
,,33-66,33,,,14,,,,52,58-11,,,,,,,,,,,,,,,,36,,
,,,12,,20,,65,,,18,50-81-8,,18-27,36-91,,87,,49,,,,,,,,,,,
,,43,,,36,,,52,58-91,,36,,,,1,,85,,,,,,,1,,38-33,,31-46-14-48,94
,,81,,,,,,,,,,26,20,,,84,43,,4,91,52,4,,31,,,,,
36,,,18,,,,52,52,,,91,,81,,,,,,,61,96,,,,,81,,,57
,,38,,,,,,4,,,,,,,,,,52,,,,,,,,86-70,11,95-11,
,,,,,,,58,47,,,,,72,,,,,,,,,,,,,52,,91,
80,,,,,,,,,52-27,,81,,,,,15,58,,,,96,,65,,33,,,87,33
,74,,,,33,33,1,85,,33-58,,20,,,,,91,,90-4,,,,,,,,36-63,,
,,,8,,,,,15,,,,,,52,,43,,,,96,,,81,33,,,,52,
,,14,,,,,58,,15,,,,,,,,52-84,83-57,,,63,,,74-72,,1,14-81,33,
,,33-57,,,16,8,,,,58-27,,33,,,,20,,18,,,,,,,,,,,
95,,,,,,20,,,,,,,92,50,,,,,,,,,,82,,,,,
,,14-3,,,,33,,,,18,,33,,4,,67,8,,,,,,,,,,33,,
,91-91,,,,,,,31,,,,,,,91-91,,31-52,,,,,,,,,,91,,52
15,91,,,52,52,,,,52,,,,52,,,81,,1-58,33,,,,,95,,,,,
,,85,,52,11-65,,,,,,,95,33,,,,,71,,14,,,,,,,50,,36
,,,65,16,,72,,,,,,92-71,,,24,52,,,,,,,,,,,,,
91-52,,,,52,,,96,,,,,,,,,,,,,,,,,,91,,,52,
,,46,,,,,,,52,33,,14,,,14,81,,52,,52,,52,,,,,14,,
,,,,,,51,43,14,,,16,,,,,8-81,,,96,14,,,,,,,,52,34
,52,,,,,38,81-8-43,,95,,,61-53,,,,,,,,,,,,,57,81,8,,
,,20,,,43-3-83,,,20,,36,4,34,,,,,,,91,,,,,,,,3,,65
83,43,,81,,,,,,,,,,,,,,,,26,,,,,,,,,,
,,,,58,52,,,,,96,1,,,,,,,,,,43,,,72,,,,52-52,
81-14,15,,,,14,,74,,81,,,,52,,,,,,,,,,,,,81,14-6,,24
,83,,,,,,,,,,,,,14-28,8,,81,,,,,,,81,49,,,94,70
38,,,16,,,,,,,,84,,91,,,12,52,74,,,,,,,,,,,
33,,51,,52,,,,,,,,,,,,79,61,,,11,,,33,,,,12,52,
14,,,,,47,,,52-63,,,,33,,,,,,,,,,33,,,,,28,,
,,,52,40,,52,,,,72,69,,,,,,63,,,,47,11,,85,43,,14,,
,,,,,,,55-72,,,,,,,,,,6,52,,,,1,,,,,,,
16,,,,52,,,,,,,85-91,,14-81,33-71,,,,81,,,,14,52,,,,58-1,60-52,
,,,21,90,,,,,92,,,,,18,,,11-4,92,,,,,,82,,,,33,
,,,,,,60,,,,,,,,81,,,,69-65,,,,,,,,,,,
,,20-91,52,65,,57,,,,,,83,,,,71,,3,,,,91,11,,,16,,63,
,,,,,,,,,,,,,,52,,,,,,61,74,,,,,,,,
,51,,,,,,,,,,,79,,,,96,,91,,,,61,20-77,,,12,,,
,,,,36,,,,38,,52,,,,74,,,,,,,,,33,,,,,97,
,,74-16,20,81,,,15-52,,,,,,,,81,8,14-48,90,90,,52,4,,,61,33,91,,
,,41,58-43,,,,91,,50,14,,,33,,,14,,,,,69-8,,,14,,,,60,
,,,81,81,,52,1,,,,,,91,,52,97-85,69,12,,52,80,43-14,,,,57,85-11-58,61,
,,91,,,,,,,,58,,,,,,,33,,,,,,,71-33,,,,,
,1,,96,,84,20,,,,,,,95-63,,,,,,,,,95,,,,,95,,
,,,,,,,,,,,80-94,58,81,,,,81,,63,,,,,,14,,,33,
,81,4,16,,,,,,,,,,61,15,,,,52,,,,,72,,14,92,,,
,,61-52-47,,26-43,,,,,,95,,,,,,,,,,52,,31,,,24,33-65,52,71,
,91-33,,91,,58,,,,,,,,52,,,,,,91,52,,12,,,,52-11,,,95
79,11,,,,,,,91,,,,74,,,71,88,,,,,26,95,11,34,,,15,,
,91,14,,,,,,91,,,,,,,50-34,,,,,14,43,,,,81,48,85,,80
,,,85,21,,,,,,,,,,,27,92-70,,8,20,,16,,43-43,84,,1,50,,20
,,,36,91,,,,,,46,,,,65,,,,52,,1,,,,,,,,,
,,,,,91-96,,,14,81,,,95-33,,,36,,,,,,,,52-77-92,,,,,52,
43,,,,86,,,52,,,,81,,14,,,,,,,,,52,,,91,,,,
,,,,,52,,,,,,,,16,92,,52,81,,14,,,,,,,,81-14,,
,91,,74,,14-52,,,,,,,,14,95-33,,,,,,,,33,33,,,,,,
,,92,,,,,,,,33,,88,,,,8,,,,,,,,91,,81,43-1-95,15,
,33,,91,,,58,81,,31-43,,50,,,,,,,,,,8,,,,,81-52,97,,
,,,,,58,74,,,96-81,,,,,,,20,11-74,,,,,,20,,,,49,52,
,74,,39-51,,,,,,52-20,,70,,,,,,,,,,,,,,,,52-15,,
52,,,,14,,,,,,,,70,,,,63,,,52,36,,81-91,,81,,,,84-95,
,,,,,,,,,14,,,,43,,,,36,,,33,,91,,,91,,,,
,81,,91,,,,,,,,,,11,,,,,,,,,,,,,,,,
,,,,,81,,,,,,81,,,,,,,,,8,,27,,,,,,,
,,,52,,,,,,,,,,,,,,,81,,,,,,,,,,,
,91,,,,,,,,,,,,,33-36,,26-14,,81,,,,97,,84,,,,58,92
,,,,,,,36,,,1,72,,,11,,3,,15,,,,20,,,71-40,70,58,,
91,,,,,,91,20,,,81,,,,,33,61,,,,,,,70,,,,,,64
,,33,,,,,,24,,,,,,52,52,,,,,,,43,,,,,81,,
81,,77,,,,,,,,,,,,,,,,,,,,92,,,,,,52,
,36,,,,,,,,,,1,,,53,,,,,,,,,,,,,,20,
,84,,52,,,72,,52,,,49-91,25,,,,,,,,36,81,15,,,,,,,
13,,,,,,33,,43,,71,,,,91,81,,,,,,,,,,,33,,,
,52-58,,,,84,8-15,,,,,60,,14,14-90,,,,50,,,,,,,81,85,,,
33,81,,11,,14,,,,,1-52,,,91-52,,,,,,,,63,81,,,,,,,92
,,,,,,,,,33,,81,,43,,,6,,,,83,,,74,,,,,,
,,,,,,,,,,,,,,,,52,,,33,,,,,,,63,4-52,67,
,1,,,,,,,,,52,,84,,,,,,,,,52,,20,33,,,,,
,,52,,1,,91,,,,,,14,60,91,,52-52,,,57,,,,86,81,,,,,81
,58,,58-63,,,,,,,24,,,,,,,,,61-81,,,,,52,52,,51,43,
,,,,,8,,,,14,74,,,,,,,84,,,95,,,,,,,,,88
,33,,,,81,,72,,33-20,20,,52,81,,,,,,91-84,,,81,91,,16,,,33,11
,,,91-91,,,,,,20,,,63-91,61,24,,14,,,,,,95-86,,,,,,14-38-95,
,,,,,14,,97,,,91,14,,,,77,,57,81,,,,,,,,84,,52-91,
,52,,8,95,,91,,,,50-33,,,96-33,,,,,,,14,,91,52,,,91,,,
52,,,,,,41,,79,,15,,,,,,,,,,,,,23,,70-81,,,,
,88,3,,,50,,3,,90-36,,43,13,72,,,8,,,92,,,,,,,14,,,69
,,,58,,81,,,,,,50,,,,,,,,,,,74-52,,52,,,,,
,,,,,,,,,,58,,,,33,,,,,,67,,,,81,4-91,,,,
,95,,,63,91-4,96,,,,81,,,,,,,,,,,,,79,94,1,,,14,
,,,,,91,,,,81,,,,,,58,52,,,,,8,,40,,59,,58,,
,,,,,61,,1,,12,74,,49,,52,71-11,,,91,81,84,,,26,81,14,,,95,20
,,,,,48,,,,,,,43,,14-81,,,87,,,85,52,,,,,77,,,
40-52,,,52,15,,,,,,,,,57,,,,,,,,,,,,,,,,
,,,,,,33,,,14,,,85,,,,,95-1,,,14,60,,,,,,11,,1
,,,91-66-15,,,,,50-60,,,33,,,81-91,,14,95,,,,,,,50,,,,,
,14,,,,,,,91,,,,,18-70,,,,33,,,92,63,,,,1,,,,
,,,,,,,,,,11,,91,,,,,,,,,,,,,,,,49-47,64
,,,,,,,,,,,,,,36,,,,,,,,,,,,,48,,95
,,,,88-27,51,,91,,61,,,,,96,4-81,63-95,,,87,,69,,58,,,,52,,
91-27-71,53,,,1,26,,52,8,,33-70,,,,3,52,91-20,,,,91,,,,,52,,,,
,,,,,94,,,81,14,74,,16,,91,,,52-58,,41,,14,,,,,47,90-52,4,
,,,12,,,,,,,,,,74,96,,61-95,,52,,14,,,33,,,,,20,36-16
,,38,52,,43,63,,,,,,,43,,,,,90,,,,96,18-56-72,,,,84-83,33,65
,,,,,,85,85,,,8,14,91,,,70,,49-33,,,,71,,,,,,33,,
,14,,18,,43,,95,,,,36,,,52,,,70,,,,,,,,,,91,,
,,,,,,58,,,38,,38,,,,,,,14,,,,58,52,,38-35-14,,,,14
,,12,,52,,,,,,,,,,74,,91,,,,,92,11-43,,,,,15,,33
52-52,58-20,,18-81,,,91,27,,61-61,,33,,,,,65,,,81,,,,,,33,,,,70
,,33,88,,,,,,,61-97,81-11,,38,,66,,18,70,,,,,,,,,33,33-52,
,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,
,8-52,,,,,,88,,,,,,97,,,79,,,,,,14-52,,,,,,,14
,,91,52,52,,,,,,91,,,,,84-74-33,,8,,,,,,,38,,,,,57-43
,,94,,,,,,,33,,,,,66-81,,,74,8,,,,,,,91,65,,52,84
,27-52-43,,,,,,,,,,,,,,,48,,,57,72,,,,27,,96,,57-90-47,
,16,81,,,,,,18-15,,12-43,,,,43,27,,,,81,,,,,,,,,27,
,,,,,33,,,,,,,,,,81,,31,,81-81,,,,,,,84,,,
,60,,,,,,,58,,,14,52,,,,81,,81,,,,,58,,,,,,
,,40,85,,,52,33-92,1,,,,,14,,15,91,,,,2,,20,,,,52,,33-70,
,,,,,81,,33,,,,35,,,,25,31,52,,8,,,,,,,92,,,
,,,8,4,,74,,,36,,,,,,95-51,,,33,66,15,,,91,65,,,,,74
40,3,,,38,,,,,,74,,,,,,,,,,14,,,,,58,52,,,11
,,81,,,,,,,,,,,,,,,,47,,,,43,,,,52-16,,26-52-52,52-71
,,63,,,,,,14,,,80,92,48,,,33,,,,,,11,,91,,61,58,,
,,,96,,57,95,86,,,,,,52,,,,,,,61,,,,,,,,,
,,,,,,,38,52,,43,52,,92,,,52,38,74,,43,14,96,43,,,,,16,14
,,,,,52,,,,18,,,,,,,,27,,,,16,,,,,,,,
14,,,48-91,,,,70,,,,70,,91,81-14,,52,,,,84,,,33,,88-27,33-89,,,
16-33,,,,,,59-33,,,,,,,,,,,,,,,,,,,97,,,,37
,,,52,,,,,,33,,,91,,70,52,,,,,2,81,,,14,,,,,
,91-84,81,,81,,38,51,,,,,,,,,81,,,24,14,16-80,,,,,,,41,
,,,,,,,,,,,,,23,,,52,,,,38,,,,,,,,,58
,,,81,,,,,81,,15-12,,92,,96,,,,81,,,,,,81,33,,,,
,,,,81,20,,,,,14,81,55,52,,,,,60-51,97,81,,,,,,,52,1,52
20,,,,,,,,,,,,,52,,,,,,,4,,,,81,,,,,14-57
,,,,,,,70,1,11,,,,,,,,,,,,52,,,,43-52,,33-84,50-90,
,91,33,,8,,,,,,81,,,,,,,70,52,,,,,,91,81,,95,33,91
,1,,,,,,,91,,,,33-50-33-34-33,95,,81,,33,,,,,,8,16,14,4,20,81,
,,,,,,,,,,,83,,,,,27,,81,33-91,33,,,91,,,,,,
12,,71,,,,20,,,14,,,,,,67,,,,,8,92,24,,,,,,18-31,
,,81,,36,,1,74,,,,,,,,,33-91-69-1,,,,4,,33,,,28-81,,,,
52-14,,,14,,,,,,,,,,,14-43,48,71,,,,,,,,95,81,,,,
,,1,32-33,,,,,,,,12,,11-86,14,83,,,,,31,,,,74,,20,,14,
4-52,,,,,,,91,,52-81-33-1,63,,27,,,95,1,,,81,,,70,,,92,91,,,
,,,,,20,81,,81-63,,,,,,,,79,,33,,,,,91-79,,,,,,
,33,,,,,84,,,31,,,,,83,,,,,,,,,,33,81,,50-3,,
,,91,,,,,25,61-96,,,,91,,,,,52,,81,,,,1,,52,,1,51-91,
38-52,,74-14,16,16,,,,,,,,74,,91,40,,,,,,,49,,,,1,,,
,,,,,,,,,,,,,84,,18,,,,,,,,,,,,,33,
,,,,1,,,,,,,,,,,,52,14,,,,88-14,,,,,27,,,
,,,,,81,81,,96,,47,61,65,,,,,,,,,,,,,,41-92,81-33-65,,2
15,52,,,,33-67,,,,,14,,,36,,,,,,,33-52,,33,,33,,33,,,
,1-14,25-36,,,8,,,72-83,41-91,,91,33,,,,,46,,,52,3,,,,,,96,81,
,,,,85,63-52,,,8,,,,,,,,,52-81,,69,86,52,31,,,14,,33,,33
,,81,,83,,18,,,,52,,,,92,,,,4,,,,,,,14,,,,
,,20,,,55,,,,,,,36,,,84,81,,,84,,,,,,,,,,
33,,,,57,,,66-14,27-81,,,52-57,,,,1,,,82-33,,,,,,,81,91,52,33-14,81
,,,,,81,96,,81,,,,,58-52,,,,,,81-52,,,27,,,,,81,,
,,,,,,,,,,,,,,,,,,,70,,,52,,,,91,,20-52,
81,85,52,,14,,14-52,11,,81,1,36-1,,,88,81,96,,70,,,,,20,58,,33-81,26,,
74,,,,57,,52,52,,72,,,,,,91-61,52,8,,,52,,,8,,,70-52,,,
,,,,,,,57,92,63,70,,81,33,,,,48,52,,,,,,52,,,,,
,,,,,,,63,,,41,,,,,,,,28,,,,,,,,33,52,,52
,,,,,,,,52-1-33,,,,,,,14,,52,,,57,,,52,,,55-52,,,
26,60,,,15,,,,8,,58-36,,,,11,,83,,52,,15,,,38,,63,,,14-81,
33,41,,81,,,14,,4,,,,,,,61,,,20-33,,52-33,,,63,,,,81,4-16,
,,,33,52,57-91,,,,95,,33,91,91-33,,,95,14,91,51,,,,,,,26,,,
81,16-52-91,,,27-14,,,91,84,,,40-81,91-34,41,,,,,,,,,,,,,,,,
,,,40,,,,81,,,,,,,,,,,43,58,,40,,,,,,91,,
,,,,,,88-81,,,33,,81-69-43,,14,,,,,,8,,,,,,,15,,,
69,,,,95,,92,81,,,,,,,,52,,8,,,,,58-52,,,,,,,
,,52-1,,,,43,,,52,,,,83,,95,,81,20,,33,,,90,,,,,,
16,,,85,,48,36,,33-96,,,52,,33-52,,80,,,,,,,,,,,,48,,61
,52,,,,8,,92,,43,,8,,,,,,,,,,,4,,52,,,,4,
52,,,11,,,,,95,,,,,,,,,,,,,,66,,,84-90,,,,
14-1,,,55,33-11,,,51,,14,52,90,,,28,11,,50,20,,65,,,,,,1,,,91
43,,33,,,,,,81,,,,79,8,,96-92,96,95,16,40-57,,,52,,,72,,,,
,48,,,52,,,,,,,52,,,52,,,,,33,,,91,81,14,,,,,20
,,,81-20,,63,,15-72,,,,14,,,,,20,61,,,,,,,,14,,20,52,
,,,,,48,,,,,,,,,,,,,,41,,,,,,52,,,63,
,,,,,,,,,95,8,8,,,,,,,,,,,,64-8,,81,,1,84,
,,,,,,,,,,,,,,,,,,,,,,,58,,,96,,,
33,,52,,33,,52,72-71,,14,,38,,,52,,,,,,,91,,,81,,,4,52,
96-8-96,,65,,,,,,,,,,,,81-43,,14,,,,,95,,,16-36,,,,,
,,36,,,,,,,,43-81,,,52,,,,91,52-91,,,59,,,91,,,,79,33
,,,,,52,,,97,52,,,,14-87,,,,33,,,52,91,,,,,,52-18,43-88,16
,,,,95,,,57,61,52,81,,20,,,,,,,,,1,,,,70,,,,
,,,,14-74,87,,,,1,,,,,,,,,,91,,,,,,20,16,,91,
,52,,,,79-1,,,1,,,,20,,71,,,,,,,,,,52,84,,14,,71
,,,,,,,,,,84,,20,,21,79,,11,,,14,,,,,52,,33,36,35
,,52,,,,,,58,,,,81,,,,,,,,,33,24,74,,,,11,,
,,14,,,,,,91,,,,,,52,,47,,,,,,,,52,15,,,,
,,,,,,11,84,,50-70,,,,,87-81,,52,,,,,,,91,,,,,,
,,18,,,,,,84,,,,60,,41-52-52,,,,,,92,,,,,,,,,
,,,,,,74,52,,,,,,52,,52-11,,80,,,,,,,,,14,,81,
,,,8,8-61,38,,,,,,72,90,,,,,,,,,38-20,,,,11,52,,,
,81,71,,91,,,18,,,,,8,,88,,58,,,,,91,,,,26,,,8,
,,,,,8,,58,,,71,,,33,,,,,,,,,,,,,,,,
85-14,,,52,,,,91,20,,,,,,,,,57,,,,,,81,1-8,,,,48,
,,27,,,,,27,,,,,,27-84,40,,33,,,,,,,,,,,,,
,,,,,,91,,20,20,48,,,87,,,,,,,36,,92-74,11,,,52,,,
90,,,,,,,52,,,,90,40,,,,,14-52,14-4,,,86,,,,95,,14,,
52,,,,,,,52,,,43,81,,,,,8,,82,,91,,91,,,72,36,,,14
,,,,,,,,,,,,33,38,,,,91,95,,,,,,74,,,95,20,
,,,,,,,,,,,,,,33,,52,26,,,,,,51,,,,,,
,,33,,,88,,,51-14,,97,,91,84,,,20,,,,,,,,,,,,,
,,,92,,,52,,,,,,,,,72,,91,43,,,,,,14,,14,,90,
,,,,,,43,,58-52,2-33,,,,,,,,24,,46,,,,,,,,,,40
,90,,,,,,34,,36,51,,,,,51,,20,,,52,70,,,91,,,,,32
48-18,,61,14,,,,,,,,,,85,,,,71,,,,63,,74,11,14,,,,
,82,,,52,33,91,,,,96,,33,,,,14-36,,43,58,,,,,8-8,52,84,14,,33
,,33-91,,,,43,,,,,,92-82,,,,,,,20,,,,,,91,,,,
,,81,8,,28,51,,,38,,81,,36,,,,,35,,57,,,82,,,,,14,
,73,,,,,72,,,,,91,,,,,,,27,,,65-36,,3-89,81,,,52,,58
58-52,,,,33,33,,,36,,,,,,,,,,,74-33,,,,,,92,,,,40
,,,,,,60,,91,,,74-1,,,,33,48,,65,1,,,,,,,,,92,
41,33,52,,,87,,,,,91,,,,,,,,,,,,,,,,,63,,
4,,,,,,43,14,,,11,,20,91,,,8-81,,,,,,,,,,,,,70
,,,,,,38,,,81-14-50,,,,,,,,11,33,,43,,,81,80,,,91-33,,14
61,,91,,8,,55,,,,,87-33,,,,,,,,,81,81,67,,,63,,,,
91-43,,,,,,,,,,61,33,,,,,,,,,,,,,,95,33,1,,58
,,36,,,,92,,,,,,,,11,81,,,,,,81,,,,43,,43,,96
26,96,14,,,,14,50,,,,8,,,,91,91,,95,,83,,,14,,91,65,,,
,,,91,,11,,91,,91,,,81-52,95,,33,,84,,,,,,,,15,,,,84
,,,,,91-20-92,,33,,,,,91,,,,,,15,,,,,,,,,,,
95-51,,,,,61,,,95-81,71,84,33,,81,,,,,,,,47,,,91,,,,,
,,,,,,,,,,,70,,,,,81,,,,,,,74,39,,,,,
,,,97,,,,,,,,15,,16,52,,33,,52,,14,,,,,33,58,,,
,,33,1,,90,,52,81,,,1-52,,,,,,55,81,,,,,16,,,,,,33-81
,,91,81,,,,,,,32,91,86-26,,,,,,,,83,,96,,81,,,,,
,,,,50-95,15,,,,,,,,,13-14,92-20-92,,,,,91-36,66,52,,,,65,81,,
95,,,,,85,,,81,,52,91,,87,,74,,,,,,,14,58,,85-11,,,,
43,,,,63,,,,,,,33,,81-90,,,20,,63-6,,,,,,1,36,,,,
13,4,43,,,,,,61,57,91-33,,,,96-81,,,,,,,91,,52,74,84,,,,
,,,,26-84,20,58,,,,,,,1,,,81,1,50-8,,,,,,,,52,,14,
,,,,33,96,52,81,,,,,27,,,,,,20,,,,72,,,16,,,97-16,70
,11,,,,,,33,,40-97,51-95,,,,,,,,,,,,,,,,81,52,,
,51-14-95,3,,91,,,,,,,,,,,,,80,52,,72,,,,,,,1,,
,,,,,33,,14,,52,,20,52,,,,,,65,,52,,,,,72-82,,,,
,91,,,,,,52,,,,,,,91,,,91,91-89,,,,,81-69,,,,,,
,,,,63,,,72,,,,,,,,,,81,,,,,43,,,,,70,91,
1,,,,,,,52,,43,14,,52,,81-81,,8,,,,,,63,,88,,,,,
,,52,4,,,14,,,,,,15,74,,,,,,51,94,58,,81,,,,,47,
,4,,,,,,,,,20,,43,,74,,,20,,,52-85,,,43,,,,,,
81,94-74,,,8-81,,91,,,,,14,,,33-52,,,,18-4,16-43,,52,33,,11,,,,,
,,,3,,14,,,,,,,,,,81,,43,,3,27,,,,94,,20,,,81
,,,,86,,,,,,,,92,,53,,,65,,,,27,,97,,52,,,,
81-96,,,,,,,,,20,,,43,,,26,,,52,33-58,,,,58,,,,,,
,,86,81,,,,,,,,,,,,83,43,,,,,,,,74,,52-81,20,,
,,,14,,,,,,,,74,,,,,,,84,,,,91,,,,,,36,
,41,,,,,,,,,,91,,,,,,,33,,,,,,,91-43,20,,,
,,,,33,,52-48,,,,,,52,91,,,27,,,,,,,,,,,43,,
,,,,,,20,,,82,,,,52,,,51,,,20,,,,,41,,,,58-52,
,,,,,52,,,,52-58,,38,81,,,,,,,6,,,,,52-81,,,,,
,,84,43,33,,8,,,,,74,,,,,,18,,,,,,,,,,,81,
,,,,,,,,,,,,,,,,,,,14,,4,,70,,,,,,
,,52-91,,,,50-95,,,,,,,,,,,,,,51,,,,15,,,,,20
,52,11,11-95,81,4,,,74,52,14,,,63,52-33-14,,,,,,,,74,91,,48-95,91,92-48,91,50-81
,,,,,,,,,,,,,,,,15-52,,,,,,,38,,14,,95,,
,,,,,33,,,81,,,,81,,,,,,,,91,,,,,,33,63,,81-81
,52,40,33,,,52,84-81,,,,,,,33-14-90,,,,,,91,,,,,,,,20,
,,,38,20,20,,,95,,95,,,,,,,,81,14,,,14,,,,,,70,91
,,52,1,74,,,33,,1,,,,14,,,36-1,,11,,,,,,66,,33-52,,36,
,,,,1,,,79,91,,33,8,,89,91,,,,20,,87,,,,92,,,,,14
,,,,33,,52-96,,,52,,,14,,,,87-38,33,14,,,,,,81,,,,,
40,,,,91,52,,,92,71,,91,81,,,,,,88,,,83,,,52,,,,,
,,36-84,,43,,,43,,,36,15-4,,,11,,12,,43,74,28,57,33-14,,52-48,,,,,
71,,64,1,97,81,,,,,,,,,,,,,1,14,,1,,,,,52,,8,
11,58,,,,,58-52,91,,,,70,50,,81-33,,,,70,81,,72,,91,,,81,,,
,,,,,,91-91,,,,,,,,31,,,,,,,,,,52,,11,,91-40,33
,,,,,,48,,1,43-37,,,,74,,,38,,14,27-52,,52,,,,,27,,,
,91,,,,,36,,14,,,92,,52,,,,,,52-40,,84,,,,,88,,70,
,,,,,,14-72,8,,,,,,,38,,,52,,91-95,,,,95,,,,,43-58,91
,,,,91,,,,,,81,,,,,,,,,,,,,81,81,,,8,,
,,,,91,,,,8,,,,58,,,,36,,,96,,,,,,,,14,,
,,,,,,,51,72,,,1,,65,96,,,52-91,,33,,,33-33-81-96-81,,,,,,,43
,,,36,,82,,,95-43,,95,74,52,,,,,,,,,,,,,,,,,
,,,,,,,,52,,32,,52,,,20,52,,,,,,,,,,,,,81
,,,,,,,,,,,,52,,,,91,,40,,33,33,,,90,,,,,
,52,,,,,,59,,91,33,50,52,,,,16,20,,21,,,,52,,,,91,,
,,52,48,20,,,58,,,,,,52,,,,,,,,,84,1,,,,91,,
43,33,,65,52,,15-11-81,,,,,,,,,,,,,81,11-85,,,,,52,,97,,
,,,,,,,,,61,,,,,,58,,33,,91,,96,77,,,,,,,
,,,,8,33,14,,,,,,,,,,,,92,91-18,52,,11,,95,,33-91,,33,
36,,,,,,51,,,,91,52,,,82,14-91,,,,,,,,33,,,,43,33,
,52,,,,,,53-83,20,91,,25,77-36,,,,,,43,,60,,,14,,,,,95,11
,20,77,,15,8,,,57,52,,,,,21,58,52,,,,52,,,,,,,,,
,,,,96,84,,,,,,,33-97,,,,,15,,,,52,,,,,,,,
80,51,,,14,81,,11,,,,,,,,,,37-16,,,96,91,,74-43,14,81,91,,,57
,,,,63,,,,,,,,,33,16-33,81-36,,83,,,,,,,,,,58,,
,71,,20-52-52,,52-15,91,81,,,,43,33,20,,70-87,,,,24,,,72,,,,,,,52
,,,,82-25,81,36,,,4,,3,91-91,,,33,,,,,,,,58,,,52,,,
28,,,,,,,,,52-43,,,,,,,65,,,,,8,,,,,,,33,
,52,91,43,,,4,14,,,11,,,,74-52,,81-1-67,33,27-14,,31,58,,,,91,8-15,,,
,,,,,,,43,,,91,,,,,33-3,,,,,14,33,,,,92-95-14-81,,,,
91-81,,,81,,,,,52-16,,,,91,41-14,,,36,91,60,,,,91,,,,,,,
25,,52,,,,,,,,,20,,13,,,,81,,,,,,,,,,91,,
,,,,,,,,52,,91,,,,36-91,,,,,4,,20-52,91,,91,,,20-11,91-33,14
15,,,45-1,,,,,,,,,,70-87,,96,,,,,,,,,,,,,,
33,71,15,,52,91,,,,20,57,,85,,,,,91,,,,,,70,16-14,,,,,15
61,52,,52,,58,85,91,90,81,74,,,,,,,,,27,,,33,52,84-49,,43,,81,
92,33,,,,,,,,,14,,52,,,,,,,,,,,,,2,,52,,
,23,,,,81,81,,,52-81,,,,52,,16,,,,,,,,23,,,,,,
,14,,,,77,97,,84,,,,,,14,,,,,,,,11,,15-71,,,,,33
58,,,60,91,11,72,,61,,,,,,,,,,,92,,,74,,,70,4-20,,,
,63,81,,,,52,,,43,,,14,,,18,57-90,,91,,,,,,,81,,,,52
,48,,,,,88,,57,,,,,80,,,43,70,,81,,49,,81,,,,14,,
64,,,33,52-85,,91,,71,,,,,65,,,83,,1-90,,,,,,91,,92,,,53
,,33,,,,,1,,,,,,52,,,,,,,,,,,,,,,,
1,3,,52-60,,,,,,,52-52,,,,,52,,,,,58-63,,81,18,,,,,,57
,,74,81,84,,52,,48,,33,,,57,,,,,,,,,,92,,,,,,
,,,,20-84,,,,,,,,,88,,,,,,,,85,74,,,,,,,
81,,52,,14,,,,,91-55,,,,58,,,57,,,,40-65,51,,52,33,,,,,
,,,,,,,33-11,,,,,33,,,92,14,,,,,82,,,,,,,,
,,,14,14,,,,,,91,,,,,,,,,,,79,,92,,86,33-81,16-18,,91-18
,,,52,,,,,,,,,,,14,,,84,52,,,,,,,47-23,92,,33,11
81,52,,,37,,48-15,91,,,79,,,,,61-61,33,,,,,91,,,,,,,,20
,,,31,,,,,,,,,,,,91,57,,,,,,,,,,,,,33
,,,,,,,14,,,,,,1,,4-92,,,,,,,,,,,81,,,
,,,,,81,,,65,79-20,,52,,,,,24-52,,,,,,,,,,,,,
,,,,,59,,,,50,,,,,,,,,,,,,,20,,14,11,,,
,,38,,,,,,,,69,,,,,,33,,,50,,,74,,,,,,81,14
,,92,14,33,,57,,63,,,8,,52,63,,,,,58,,,,,97,58-97,52,,,
27,15,,,,,,52,92,14,52-71-40,,91,,,,,,1,,,,33,,,81,,,,
